,,position,team,matches,wins,draws,loses,scored,missed,pts,xG,xG_diff,npxG,xGA,xGA_diff,npxGA,npxGD,ppda_coef,oppda_coef,deep,deep_allowed,xpts,xpts_diff
La_liga,2015,20,Levante,38,8,8,22,37,70,32,39.2222133,2.2222133,37.735650299999996,63.54510100000001,-6.45489899999999,58.242861000000005,-20.50721069999999,10.851727587375507,7.591024497509575,169,272,37.3269,5.326900000000002
La_liga,2016,1,Real Madrid,38,29,6,3,106,41,93,90.86640999999997,-15.133590000000027,84.92033999999998,36.862559,-4.137441000000003,33.889827999999994,51.030512000000016,9.74243924598858,13.407533416463902,333,173,86.1701,-6.829899999999995
La_liga,2016,2,Barcelona,38,28,6,4,116,37,90,93.55159400000002,-22.448405999999977,86.86223400000003,31.315663300000004,-5.684336699999996,31.315663300000004,55.54657070000001,6.702330217409409,15.710111355512122,552,144,87.95349999999999,-2.046500000000009
La_liga,2016,3,Atletico Madrid,38,23,9,6,70,27,78,60.658899999999996,-9.341100000000004,54.53281,31.3361685,4.336168499999999,28.363577500000005,26.169232499999996,9.954443662371872,8.828842703081074,265,168,69.10210000000001,-8.897899999999993
La_liga,2016,4,Sevilla,38,21,9,8,69,49,72,59.09482499999999,-9.905175000000007,55.27058399999999,38.704635,-10.295364999999997,34.870096000000004,20.400487999999996,6.97983493590817,10.788850101732494,338,201,66.1788,-5.821200000000005
La_liga,2016,5,Villarreal,38,19,10,9,56,33,67,52.228736999999995,-3.7712630000000047,46.282512999999994,43.1643821,10.164382099999997,38.7047361,7.5777769,11.527583287821747,10.59270360048253,268,260,59.57190000000002,-7.428099999999979
La_liga,2016,6,Real Sociedad,38,19,7,12,59,53,64,45.58364529999999,-13.416354700000007,39.637928299999984,43.7127224,-9.287277600000003,38.3785894,1.2593389,7.096117847057872,11.220293953585088,229,168,54.935799999999986,-9.064200000000014
La_liga,2016,7,Athletic Club,38,19,6,13,53,43,63,51.081266,-1.9187340000000006,45.135026,40.45537599999999,-2.544624000000013,37.96999299999999,7.165033,7.993490614988312,9.942400195587059,233,167,60.5416,-2.4583999999999975
La_liga,2016,8,Espanyol,38,15,11,12,49,50,56,32.5531964,-16.446803600000003,29.580092399999998,38.34797899999999,-11.652021000000012,36.86142099999999,-7.281328600000001,11.621521184367461,8.024812780117776,117,254,46.923100000000005,-9.076899999999995
La_liga,2016,9,Alaves,38,14,13,11,41,43,55,42.60110549999998,1.6011054999999814,39.62826649999999,43.968918,0.9689180000000022,39.509381000000005,0.11888549999999876,12.401874814323943,7.920983068531751,110,248,52.791000000000004,-2.208999999999996
La_liga,2016,10,Eibar,38,15,9,14,56,51,54,42.98034800000001,-13.019651999999986,36.892681,45.1701273,-5.829872700000003,40.7104633,-3.8177823,7.8213999262240765,9.458058160776154,157,218,50.0492,-3.950800000000001
La_liga,2016,11,Malaga,38,12,10,16,49,55,46,40.369333999999995,-8.630666000000005,36.534783,47.348118599999985,-7.651881400000015,42.14516159999999,-5.610378599999999,8.766319809540018,8.537794224195338,167,198,45.7466,-0.2533999999999992
La_liga,2016,12,Valencia,38,13,7,18,56,65,46,50.33957299999999,-5.660427000000013,45.880026,50.961089300000005,-14.038910699999995,41.1572983,4.722727700000002,9.849351042189191,8.670477773416385,174,230,53.3876,7.387599999999999
La_liga,2016,13,Celta Vigo,38,13,6,19,53,69,45,40.48075299999999,-12.519247000000007,35.2780471,55.97525799999999,-13.02474200000001,48.53457799999999,-13.256530900000001,8.830990180312298,10.243297927267026,206,241,42.63019999999999,-2.369800000000012
La_liga,2016,14,Las Palmas,38,10,9,19,53,74,39,40.79691400000001,-12.203085999999992,36.337239,58.39414600000001,-15.605853999999987,50.218214,-13.880975,10.230977404818498,10.034511758172991,270,211,42.10850000000001,3.1085000000000065
La_liga,2016,15,Real Betis,38,10,9,19,41,64,39,35.715405,-5.284595000000003,34.228847,48.26806599999999,-15.73193400000001,44.452251,-10.223403999999999,9.142622111885323,8.284595438721025,181,217,44.561800000000005,5.561800000000005
La_liga,2016,16,Deportivo La Coruna,38,8,12,18,43,61,36,40.99535209999999,-2.004647900000009,35.661224100000005,48.604221999999986,-12.395778000000014,46.37438499999998,-10.713160899999998,10.113410391439748,8.90967485577662,103,232,51.1573,15.1573
La_liga,2016,17,Leganes,38,8,11,19,36,55,35,33.1895923,-2.810407699999999,30.216731299999996,46.3858863,-8.614113699999997,41.011210399999996,-10.794479099999997,9.207090662466863,7.526390223398837,165,164,40.9461,5.946100000000001
La_liga,2016,18,Sporting Gijon,38,7,10,21,42,72,31,36.354798,-5.645201999999998,31.0043,64.43206899999998,-7.567931000000016,57.742839,-26.73853900000001,9.532080707223518,7.762877161177519,201,247,33.85989999999999,2.859899999999989
La_liga,2016,19,Osasuna,38,4,10,24,40,94,22,33.12960600000001,-6.87039399999999,28.670334000000004,64.82491300000001,-29.17508699999999,58.135549,-29.465215,11.472048212234006,6.877610706940522,136,270,31.6423,9.642299999999999
La_liga,2016,20,Granada,38,4,8,26,30,82,20,29.686114199999995,-0.3138858000000049,28.843287199999995,74.02516999999999,-7.974830000000011,71.05205899999999,-42.208771800000015,12.012297570052391,8.256404423687089,113,307,26.495099999999997,6.495099999999997
La_liga,2017,1,Barcelona,38,28,9,1,99,29,93,90.48675199999997,-8.513248000000033,86.77036199999999,41.62082,12.620820000000002,40.134388,46.635974000000004,9.109882605332539,13.939373439479967,528,188,79.43750000000003,-13.562499999999972
La_liga,2017,2,Atletico Madrid,38,23,10,5,58,22,79,50.290479999999995,-7.709520000000005,46.574090000000005,35.483819999999994,13.483819999999994,32.510845999999994,14.063243999999997,10.56997071624339,9.87349128092797,257,233,61.5989,-17.4011
La_liga,2017,3,Real Madrid,38,22,10,6,94,44,76,91.28737000000001,-2.71262999999999,83.70159,45.097867999999984,1.097867999999984,42.12476669999998,41.576823299999994,9.30338211909132,13.999744400887844,453,188,79.9894,3.9894000000000034
La_liga,2017,4,Valencia,38,22,7,9,65,38,73,57.76337360000001,-7.236626399999992,51.8179286,47.890201999999995,9.890201999999995,44.173821999999994,7.644106600000001,10.62150545054771,8.630357941487558,234,250,58.23430000000001,-14.765699999999988
La_liga,2017,5,Villarreal,38,18,7,13,57,50,61,55.669446,-1.3305539999999993,51.953572,54.236571000000005,4.236571000000005,48.2908652,3.6627068000000005,9.649503439793085,11.540659141891519,230,257,54.9601,-6.039900000000003
La_liga,2017,6,Real Betis,38,18,6,14,60,61,60,46.715464,-13.284536000000003,44.485641,49.760221200000004,-11.239778799999996,46.6235352,-2.137894199999999,9.809805688256075,12.713700427579646,183,236,50.5059,-9.494100000000003
La_liga,2017,7,Sevilla,38,17,7,14,49,58,58,61.491078000000016,12.491078000000016,57.77468100000001,54.032522,-3.967478,48.086304999999996,9.688376000000002,9.087484049432916,11.414897329838332,350,233,58.61090000000002,0.6109000000000222
La_liga,2017,8,Getafe,38,15,10,13,42,33,55,49.029457,7.029457000000001,39.946565899999996,39.6481411,6.648141099999997,36.675024099999995,3.2715418000000005,9.517908178234672,5.579030861649312,189,208,57.5273,2.5272999999999968
La_liga,2017,9,Eibar,38,14,9,15,44,50,51,41.423519999999996,-2.5764800000000037,39.19368599999999,45.53158100000002,-4.468418999999983,42.558602000000015,-3.364916000000001,7.367009279838197,12.008982722435068,149,168,50.78559999999999,-0.21440000000001191
La_liga,2017,10,Girona,38,14,9,15,50,59,51,52.098753000000016,2.0987530000000163,46.152541000000014,51.60399700000001,-7.396002999999993,47.887726000000015,-1.7351850000000009,9.570753075196418,8.705767451709619,137,236,53.0296,2.029600000000002
La_liga,2017,11,Celta Vigo,38,13,10,15,59,60,49,54.59000819999999,-4.409991800000007,52.36083319999999,57.683858,-2.3161419999999993,53.967466,-1.6066328000000016,10.474937577601754,11.510223269126156,250,274,48.828599999999994,-0.17140000000000555
La_liga,2017,12,Espanyol,38,12,13,13,36,42,49,41.576662000000006,5.576662000000006,39.183232,53.371869000000004,11.371869000000004,48.912202999999984,-9.728971000000001,10.87813887604705,9.337775531243617,175,219,44.6792,-4.320799999999998
La_liga,2017,13,Real Sociedad,38,14,7,17,66,59,49,56.348762000000015,-9.651237999999985,52.63249200000001,51.13120399999997,-7.868796000000032,44.89770599999998,7.7347860000000015,9.64014974244781,12.743521584429892,243,195,55.8397,6.839700000000001
La_liga,2017,14,Alaves,38,15,2,21,40,50,47,37.879523000000006,-2.120476999999994,35.649694000000004,58.200749,8.200749000000002,50.767956,-15.118262000000001,11.997596010452451,6.875615653453491,134,277,39.025400000000005,-7.974599999999995
La_liga,2017,15,Levante,38,11,13,14,44,58,46,44.202161,0.2021609999999967,40.485893,65.115931,7.115931000000003,60.657301000000004,-20.171407999999992,12.536207618084713,7.648646963468272,179,283,41.8183,-4.181699999999999
La_liga,2017,16,Athletic Club,38,10,13,15,41,49,43,51.785618,10.785618,45.839529,50.70784199999999,1.7078419999999923,46.248179,-0.40864999999999974,8.78152695975603,10.213549707871776,208,204,54.126999999999995,11.126999999999995
La_liga,2017,17,Leganes,38,12,7,19,34,51,43,39.25696089999999,5.256960899999989,37.0271209,48.7653586,-2.234641400000001,43.56333959999999,-6.536218700000001,10.806508218307195,7.30629108041208,145,186,44.5758,1.575800000000001
La_liga,2017,18,Deportivo La Coruna,38,6,11,21,38,76,29,49.775169,11.775168999999998,46.058785,60.873909000000005,-15.126090999999995,57.157532,-11.098747,11.097662584368917,9.285734990706654,217,277,49.15869999999999,20.15869999999999
La_liga,2017,19,Las Palmas,38,5,7,26,24,74,22,37.875215199999985,13.875215199999985,31.929123199999996,74.42937100000002,0.4293710000000175,70.71312100000002,-38.783997799999995,9.145376239279278,8.97190284321009,215,230,31.053200000000007,9.053200000000007
La_liga,2017,20,Malaga,38,5,5,28,24,61,20,35.876437,11.876437000000003,31.293488,60.236374999999974,-0.763625000000026,54.88016399999998,-23.586676000000004,10.538918104914003,8.20495991141666,122,256,35.831599999999995,15.831599999999995
La_liga,2018,1,Barcelona,38,26,9,3,90,36,87,83.279534,-6.720466000000002,76.584704,44.93094999999999,8.930949999999989,43.44439999999999,33.140304000000015,9.015263901517137,16.404884844687324,417,171,73.96039999999999,-13.039600000000007
La_liga,2018,2,Atletico Madrid,38,22,10,6,55,29,76,51.872324000000006,-3.127675999999994,48.730936000000014,41.434059000000005,12.434059000000005,37.71779400000001,11.013142000000002,11.066204538602875,11.10477810643612,252,190,59.4276,-16.572400000000002
La_liga,2018,3,Real Madrid,38,21,5,12,63,46,68,68.654773,5.654773000000006,61.96552500000001,48.67575300000001,2.6757530000000074,42.729664,19.235861,8.896578362734848,14.782500589542503,341,168,64.7728,-3.2271999999999963
La_liga,2018,4,Valencia,38,15,16,7,51,35,61,61.88494899999998,10.884948999999978,56.56901899999999,42.854367,7.854367000000003,36.90841000000001,19.660608999999994,12.964657587277864,9.474006705870321,278,215,65.16159999999999,4.161599999999993
La_liga,2018,5,Sevilla,38,17,8,13,62,47,59,69.16230599999999,7.162305999999987,64.542453,46.71073199999999,-0.28926800000000696,41.508814999999984,23.033637999999996,10.652030814645839,10.020620488210044,321,211,65.07809999999999,6.078099999999992
La_liga,2018,6,Getafe,38,15,14,9,48,35,59,47.034178000000004,-0.9658219999999957,42.578151,44.226041,9.226041000000002,39.02311,3.5550409999999992,8.7669032978593,5.700771442750935,186,196,53.187200000000004,-5.812799999999996
La_liga,2018,7,Espanyol,38,14,11,13,48,50,53,50.15734599999999,2.1573459999999898,47.18422799999999,54.61608600000002,4.616086000000017,48.548747000000006,-1.364519000000001,9.856488791776902,9.819171281248202,241,241,50.0883,-2.9117000000000033
La_liga,2018,8,Athletic Club,38,13,14,11,41,45,53,44.441323999999994,3.4413239999999945,38.91707899999999,47.15881799999999,2.1588179999999895,43.44242800000001,-4.525348999999998,8.304491872691997,11.302557686903405,221,185,50.01219999999999,-2.987800000000007
La_liga,2018,9,Real Sociedad,38,13,11,14,45,46,50,47.987101,2.9871010000000027,40.554466000000005,48.09444,2.0944399999999987,45.68397,-5.129504000000001,9.943556360727678,9.488771035326911,194,208,51.12550000000001,1.1255000000000095
La_liga,2018,10,Alaves,38,13,11,14,39,50,50,40.87301300000001,1.8730130000000074,38.643174,54.53208800000001,4.532088000000009,50.072421,-11.429247,11.228230078782055,7.096709822691347,129,270,44.01619999999999,-5.983800000000009
La_liga,2018,11,Real Betis,38,14,8,16,44,52,50,51.677425,7.6774249999999995,46.35324500000001,53.54473199999999,1.5447319999999891,49.828349,-3.475103999999999,9.316620850951313,12.381684934755219,241,220,52.3904,2.3903999999999996
La_liga,2018,12,Eibar,38,11,14,13,46,50,47,56.63360599999999,10.633605999999993,50.68738099999999,47.884204999999994,-2.1157950000000056,44.911084999999986,5.776295999999998,7.067694653568081,11.224323961604389,235,177,56.75300000000002,9.753000000000021
La_liga,2018,13,Leganes,38,11,12,15,37,43,45,41.24928400000001,4.24928400000001,37.53314900000001,43.936600999999996,0.936600999999996,40.79521999999999,-3.2620710000000006,12.471570785777809,9.964576074877924,155,190,51.14569999999999,6.145699999999991
La_liga,2018,14,Levante,38,11,11,16,59,66,44,54.08891299999999,-4.911087000000009,48.886359,78.86325499999998,12.863254999999981,72.01381799999999,-23.127458999999995,10.581995110215344,7.043106727634993,206,295,40.23330000000001,-3.766699999999993
La_liga,2018,15,Villarreal,38,10,14,14,49,52,44,54.79973999999998,5.799739999999979,50.326503999999986,56.11814799999999,4.118147999999991,52.402151,-2.075647,11.152921069614612,11.173710155519865,232,263,52.17990000000001,8.17990000000001
La_liga,2018,16,Celta Vigo,38,10,11,17,53,62,41,48.699852000000014,-4.300147999999986,43.49692900000001,63.4295,1.4294999999999973,58.22655399999999,-14.729625000000008,10.772791434260554,11.755188285583777,195,248,41.626,0.6259999999999977
La_liga,2018,17,Real Valladolid,38,10,11,17,32,51,41,41.64154699999998,9.641546999999981,36.438739,57.647324999999995,6.647324999999995,50.82946199999999,-14.390723,11.450773336203998,9.834414454214562,139,243,41.7997,0.7997000000000014
La_liga,2018,18,Girona,38,9,10,19,37,53,37,42.986638000000006,5.986638000000006,38.527247,55.334056,2.334055999999997,49.387950000000004,-10.860702999999999,11.3904531125528,9.8565446351714,177,261,45.165600000000005,8.165600000000005
La_liga,2018,19,SD Huesca,38,7,12,19,43,65,33,51.37756899999998,8.37756899999998,46.17501199999999,63.425214000000004,-1.574785999999996,56.73598499999999,-10.560972999999997,10.221756055844525,8.701259696940419,171,259,44.9625,11.962499999999999
La_liga,2018,20,Rayo Vallecano,38,8,8,22,41,70,32,47.233183000000004,6.233183000000004,43.51769100000001,62.318234999999994,-7.681765000000006,54.001658,-10.483966999999998,9.531583380516215,7.522984466152092,133,253,43.015,11.015
Ligue_1,2014,1,Paris Saint Germain,38,24,11,3,83,36,83,78.41992999999998,-4.5800700000000205,67.77860199999999,28.240364100000004,-7.759635899999996,25.96007210000001,41.8185299,7.13379441471891,16.841498904446127,321,116,84.10419999999999,1.1041999999999916
Ligue_1,2014,2,Lyon,38,22,9,7,72,33,75,62.85182900000001,-9.14817099999999,53.63423800000001,41.708588,8.708587999999999,37.14809400000001,16.486144,8.994295824555484,11.970014613940618,202,136,65.6192,-9.380799999999994
Ligue_1,2014,3,Monaco,38,20,11,7,51,26,71,56.60817599999999,5.608175999999993,51.28750300000001,37.61875170000001,11.618751700000011,32.9176817,18.369821299999998,8.338964369837457,10.394530185470243,228,132,64.8054,-6.194599999999994
Ligue_1,2014,4,Marseille,38,21,6,11,76,42,69,60.63400000000001,-15.365999999999993,57.593614,36.406816099999986,-5.593183900000014,33.36643509999999,24.2271789,6.34234440894973,8.526784746831241,201,126,66.51440000000001,-2.485599999999991
Ligue_1,2014,5,Saint-Etienne,38,19,12,7,51,30,69,46.493418,-4.506582000000002,41.172762000000006,38.244494,8.244494000000003,33.674206,7.4985560000000016,9.445227098571173,11.27916945573355,198,124,58.69820000000001,-10.301799999999993
Ligue_1,2014,6,Bordeaux,38,17,12,9,47,44,63,48.21325600000001,1.2132560000000083,42.13249,43.08863,-0.911369999999998,37.768028,4.364462000000001,9.81108021638024,11.579723996909603,204,139,55.78530000000001,-7.2146999999999935
Ligue_1,2014,7,Lille,38,16,8,14,43,42,56,40.917056,-2.0829439999999977,34.812373,44.2154493,2.215449300000003,41.9351683,-7.122795300000001,9.512659866883729,10.75754026731311,170,150,50.7832,-5.216799999999999
Ligue_1,2014,8,Montpellier,38,16,8,14,46,39,56,45.389124100000004,-0.6108758999999964,40.828551100000006,42.454658,3.454658000000002,39.308373,1.5201780999999992,9.04157051646187,6.414752594858847,152,166,52.7631,-3.2368999999999986
Ligue_1,2014,9,Rennes,38,13,11,14,35,42,50,37.443142,2.4431420000000017,35.16285799999999,38.92486399999999,-3.0751360000000076,35.124376999999996,0.0384810000000011,12.777381612648906,12.662490917507483,169,148,49.5838,-0.41620000000000346
Ligue_1,2014,10,Guingamp,38,15,4,19,41,55,49,37.85135269999999,-3.1486473000000075,32.5306637,45.120083000000015,-9.879916999999985,39.799417000000005,-7.2687533,12.71918505312942,7.071668788594002,122,211,47.4785,-1.5215000000000032
Ligue_1,2014,11,Nice,38,13,9,16,44,53,48,45.1948945,1.1948944999999966,42.1545205,48.00381000000001,-4.9961899999999915,41.923039,0.23148149999999945,8.02350457483467,7.487107256580521,134,169,50.4905,2.4904999999999973
Ligue_1,2014,12,SC Bastia,38,12,11,15,37,46,47,30.25339,-6.74661,26.4529207,44.64250900000001,-1.357490999999989,39.321858000000006,-12.8689373,9.52974233629185,8.896307446968736,98,201,44.440900000000006,-2.5590999999999937
Ligue_1,2014,13,Caen,38,12,10,16,54,55,46,41.400288,-12.599711999999997,36.839781,59.072081999999966,4.072081999999966,47.39596799999999,-10.556187,12.36809198765339,7.297909013383903,118,229,40.9799,-5.020099999999999
Ligue_1,2014,14,Nantes,38,11,12,15,29,40,45,36.080293,7.0802929999999975,31.504941000000006,39.62447050000001,-0.37552949999999186,36.584154500000004,-5.0792135,10.257482815519282,9.632300701473875,124,127,49.1315,4.131500000000003
Ligue_1,2014,15,Reims,38,12,8,18,47,66,44,43.448785,-3.551214999999999,41.168496000000005,58.568456000000005,-7.431543999999995,53.23359400000002,-12.065097999999997,11.080865672606174,10.398169102084868,131,157,43.040899999999986,-0.9591000000000136
Ligue_1,2014,16,Lorient,38,12,7,19,44,50,43,41.035511000000014,-2.964488999999986,37.23508900000001,52.50460599999999,2.5046059999999883,47.18400599999999,-9.948917000000002,13.110553969818602,11.238167930723236,151,187,43.970400000000005,0.970400000000005
Ligue_1,2014,17,Toulouse,38,12,6,20,43,64,42,40.67293220000001,-2.3270677999999876,37.63254720000001,45.66661100000001,-18.33338899999999,39.58583700000001,-1.9532898000000005,7.508604988798507,9.231288854872373,184,165,46.4203,4.4202999999999975
Ligue_1,2014,18,Evian Thonon Gaillard,38,11,4,23,41,62,37,33.89784809999999,-7.10215190000001,32.3776581,54.61410900000002,-7.38589099999998,48.53332900000001,-16.1556709,9.522563838297467,9.391400146204033,104,191,38.24299999999999,1.242999999999988
Ligue_1,2014,19,Metz,38,7,9,22,31,61,30,37.5191001,6.519100100000003,29.812443099999996,48.691990000000004,-12.308009999999996,44.891519,-15.0790759,11.213567358951286,8.60349240895815,132,204,42.98909999999999,12.989099999999993
Ligue_1,2014,20,Lens,38,7,8,23,32,61,29,38.410737000000005,6.410737000000005,32.02596600000001,55.323721,-5.676279000000001,48.4828607,-16.4568947,11.428685621750539,8.485849213804173,131,196,42.3589,13.358899999999998
Ligue_1,2015,1,Paris Saint Germain,38,30,6,2,102,19,96,86.20095099999999,-15.79904900000001,79.95501099999998,24.365491600000002,5.365491600000002,22.0852046,57.8698064,6.688799009443642,20.32503921436613,341,121,90.27479999999997,-5.725200000000029
Ligue_1,2015,2,Lyon,38,19,8,11,67,43,65,63.00817100000002,-3.9918289999999814,59.96780100000002,38.008802,-4.991197999999997,36.488622,23.479179000000006,6.404365375105762,14.374665629058631,294,114,68.6877,3.6877000000000066
Ligue_1,2015,3,Monaco,38,17,14,7,57,50,65,58.128595,1.1285949999999971,52.807922999999995,48.81241,-1.1875900000000001,46.532116,6.275806999999999,9.014589011428406,9.595903431104894,154,197,59.3899,-5.610100000000003
Ligue_1,2015,4,Nice,38,18,9,11,58,41,63,45.23132199999999,-12.768678000000008,41.43085099999999,47.707871999999995,6.707871999999995,43.907385999999995,-2.4765349999999993,10.186318759958423,12.469680404824965,167,190,51.99029999999999,-11.00970000000001
Ligue_1,2015,5,Lille,38,15,15,8,39,27,60,41.69368160000001,2.693681600000012,39.41339160000001,35.79477759999999,8.794777599999989,31.9817356,7.431655999999999,8.244871011761632,9.352145704101275,192,154,55.97310000000001,-4.026899999999991
Ligue_1,2015,6,Saint-Etienne,38,17,7,14,42,37,58,45.463431000000014,3.463431000000014,41.66295800000001,44.65843639999999,7.658436399999992,42.3781554,-0.7151973999999995,8.168989413818833,12.143830028927502,195,190,53.6276,-4.372399999999999
Ligue_1,2015,7,Caen,38,16,6,16,39,52,54,43.900051999999995,4.900051999999995,39.33946399999999,49.690840999999985,-2.3091590000000153,48.17066099999999,-8.831197000000001,13.505886388984376,7.086915015382507,137,234,49.478699999999996,-4.521300000000004
Ligue_1,2015,8,Rennes,38,13,13,12,52,54,52,42.905322999999996,-9.094677000000004,37.443228,47.022605000000006,-6.977394999999994,44.74232000000001,-7.299092000000002,10.633879267791727,10.88119015368154,169,197,49.6253,-2.374699999999997
Ligue_1,2015,9,Angers,38,13,11,14,40,38,50,36.583386000000004,-3.4166139999999956,31.262897999999996,41.019194000000006,3.019194000000006,37.218714000000006,-5.955815999999999,15.361199498835575,8.231313927127752,99,176,46.15190000000001,-3.848099999999988
Ligue_1,2015,10,Bordeaux,38,12,14,12,50,57,50,46.36235099999999,-3.6376490000000103,44.842150999999994,48.668372999999995,-8.331627000000005,43.347702,1.4944490000000004,9.479209633139442,9.187169732739328,173,151,51.482800000000005,1.4828000000000046
Ligue_1,2015,11,SC Bastia,38,14,8,16,36,42,50,29.513936500000003,-6.486063499999997,27.993741500000002,48.357946999999996,6.357946999999996,43.797378,-15.8036365,12.14660718805087,7.689613475860249,123,209,37.8255,-12.174500000000002
Ligue_1,2015,12,Montpellier,38,14,7,17,49,47,49,43.137234,-5.862766000000001,40.856952,44.332013,-2.6679869999999966,42.05171300000001,-1.194761,10.716142713082487,9.56426904494831,155,149,52.078199999999995,3.0781999999999954
Ligue_1,2015,13,Nantes,38,12,12,14,33,44,48,36.402855999999986,3.4028559999999857,36.402855999999986,42.441769999999984,-1.558230000000016,38.6412887,-2.2384326999999984,9.908935151650633,10.740780715053566,198,185,48.848499999999994,0.8484999999999943
Ligue_1,2015,14,Marseille,38,10,18,10,48,42,48,48.888794999999995,0.8887949999999947,45.84841299999999,42.667823999999996,0.667823999999996,37.34714299999999,8.50127,7.913905627068923,11.006175455267798,202,167,55.4681,7.4681
Ligue_1,2015,15,Lorient,38,11,13,14,47,58,46,42.31126400000001,-4.688735999999992,36.9905997,52.310990999999994,-5.689009000000006,50.030705999999995,-13.0401063,13.34616322560855,9.456295888012573,171,206,45.7553,-0.2447000000000017
Ligue_1,2015,16,Guingamp,38,11,11,16,47,56,44,41.349734299999994,-5.650265700000006,38.309348299999996,46.27463200000001,-9.725367999999989,40.95418000000001,-2.6448317000000006,13.530417330404083,7.9998970202763715,157,208,48.86660000000001,4.8666000000000125
Ligue_1,2015,17,Toulouse,38,9,13,16,45,55,40,50.33195,5.331949999999999,44.251188000000006,39.8018285,-15.1981715,38.1402125,6.1109754999999994,9.749151895595977,7.584764850956355,190,172,59.15539999999999,19.155399999999993
Ligue_1,2015,18,Reims,38,10,9,19,44,57,39,42.869502,-1.130498000000003,40.57665599999999,52.91662699999999,-4.083373000000009,50.63634699999999,-10.059691,10.559443785956821,9.843400181389622,141,170,46.1258,7.125799999999998
Ligue_1,2015,19,GFC Ajaccio,38,8,13,17,37,58,37,32.52133639999999,-4.4786636000000115,29.480966399999986,45.257307700000005,-12.742692299999995,41.4568227,-11.975856299999997,10.82289262142483,10.479798474431094,171,145,41.964900000000014,4.964900000000014
Ligue_1,2015,20,Troyes,38,3,9,26,28,83,18,36.589199,8.589199,34.308907,73.283328,-9.716672000000003,63.236897,-28.927990000000005,12.09960857118378,10.468527132784311,187,281,28.851900000000008,10.851900000000008
Ligue_1,2016,1,Monaco,38,30,5,3,107,31,95,76.03698,-30.96302,67.675954,34.89362799999999,3.8936279999999925,31.093204999999998,36.582749,9.587802849671652,12.331291032397743,226,139,78.0559,-16.944100000000006
Ligue_1,2016,2,Paris Saint Germain,38,27,6,5,83,27,87,82.16239900000002,-0.8376009999999781,74.56145600000002,24.247968,-2.752032,21.967678999999997,52.593776999999996,8.026454336163468,20.293990931161503,329,95,87.2195,0.21949999999999648
Ligue_1,2016,3,Nice,38,22,12,4,63,36,78,51.536786000000006,-11.463213999999994,45.45607999999999,50.886751000000004,14.886751000000004,47.846363000000004,-2.390282999999999,12.564325681762611,13.360493795579007,198,173,53.468500000000006,-24.531499999999994
Ligue_1,2016,4,Lyon,38,21,4,13,80,48,67,74.12928600000001,-5.870713999999992,63.48802599999999,41.027933000000004,-6.972066999999996,36.467369000000005,27.020657000000003,7.167148565099413,12.883241806256049,274,143,70.75139999999999,3.7513999999999896
Ligue_1,2016,5,Marseille,38,17,11,10,57,41,62,53.82831299999998,-3.17168700000002,50.78795099999999,47.3250403,6.325040299999998,45.8048503,4.983100700000001,9.359948495260127,13.027878767751124,197,185,56.8396,-5.160400000000003
Ligue_1,2016,6,Bordeaux,38,15,14,9,53,43,59,52.021644,-0.978355999999998,46.68839099999999,44.113432,1.113432000000003,41.073115,5.615276000000001,11.481892869421603,10.257461173401614,145,177,58.155100000000004,-0.8448999999999955
Ligue_1,2016,7,Nantes,38,14,9,15,40,54,51,42.985593,2.9855930000000015,39.945201000000004,44.62324099999999,-9.376759000000007,37.782581,2.16262,9.796819386960754,10.609986257771771,174,159,52.828199999999995,1.8281999999999954
Ligue_1,2016,8,Rennes,38,12,14,12,36,42,50,41.805557,5.805557,39.525333,43.53614600000001,1.5361460000000093,40.495768999999996,-0.9704360000000005,10.700722929997175,11.151829584307471,136,163,50.943599999999996,0.9435999999999964
Ligue_1,2016,9,Saint-Etienne,38,12,14,12,41,42,50,42.91644,1.9164400000000015,38.355991,50.26189699999998,8.261896999999983,47.22150699999999,-8.865516,10.95611663496346,11.493838050560232,185,171,49.17760000000001,-0.8223999999999876
Ligue_1,2016,10,Guingamp,38,14,8,16,46,53,50,47.13899029999999,1.138990299999989,44.09866729999999,52.306746499999996,-0.6932535000000044,43.8309055,0.2677618000000004,11.435645927187233,10.733357381309602,205,192,48.48989999999999,-1.5101000000000084
Ligue_1,2016,11,Lille,38,13,7,18,40,47,46,44.083999,4.083998999999999,38.003243,48.77328200000001,1.773282000000009,44.059279000000004,-6.056036000000001,10.891438795204198,10.162063459075247,142,185,47.23720000000001,1.2372000000000085
Ligue_1,2016,12,Angers,38,13,7,18,40,49,46,46.19438900000001,6.194389000000008,43.15400400000001,41.018347999999996,-7.981652000000004,39.498168,3.655836,14.204300090207923,11.383046126363693,178,150,54.68920000000001,8.689200000000007
Ligue_1,2016,13,Toulouse,38,10,14,14,37,41,44,41.187498999999995,4.187498999999995,34.19342,42.977211999999994,1.9772119999999944,36.13649,-1.9430700000000005,9.006858729886616,8.238747110832085,147,164,50.6114,6.611400000000003
Ligue_1,2016,14,Metz,38,11,10,17,39,72,43,34.755631,-4.244368999999999,27.914761999999996,63.67510000000001,-8.324899999999992,58.354571,-30.439809,13.810818115533651,8.963000479862243,131,261,35.99780000000001,-7.002199999999988
